payment_id,policy_number,transaction_date,paid_amount
p-0002250,Policy-000492,11/24/2020,7817.08
p-0002251,Policy-000492,12/24/2020,7817.08
p-0002252,Policy-000492,1/24/2021,7817.08
p-0002253,Policy-000492,2/24/2021,7817.08
p-0002254,Policy-000492,3/24/2021,7817.08
p-0002255,Policy-000492,4/24/2021,7817.08
p-0002256,Policy-000492,5/24/2021,7817.08
p-0002257,Policy-000522,9/3/2018,7817.08
p-0002258,Policy-000522,10/3/2018,7817.08
p-0002259,Policy-000522,11/3/2018,7817.08
p-0002260,Policy-000522,12/3/2018,7817.08
p-0002261,Policy-000522,1/3/2019,7817.08
p-0002262,Policy-000522,2/3/2019,7817.08
p-0002263,Policy-000522,3/3/2019,7817.08
p-0002264,Policy-000522,4/3/2019,7817.08
p-0002265,Policy-000522,5/3/2019,7817.08
p-0002266,Policy-000522,6/3/2019,7817.08
p-0002267,Policy-000522,7/3/2019,7817.08
p-0002268,Policy-000522,8/3/2019,7817.08
p-0002269,Policy-000546,4/27/2018,7817.08
p-0002270,Policy-000546,5/27/2018,7817.08
p-0002271,Policy-000546,6/27/2018,7817.08
p-0002272,Policy-000546,7/27/2018,7817.08
p-0002273,Policy-000546,8/27/2018,7817.08
p-0002274,Policy-000546,9/27/2018,7817.08
p-0002275,Policy-000546,10/27/2018,7817.08
p-0002276,Policy-000546,11/27/2018,7817.08
p-0002277,Policy-000546,12/27/2018,7817.08
p-0002278,Policy-000546,1/27/2019,7817.08
p-0002279,Policy-000546,2/27/2019,7817.08
p-0002280,Policy-000546,3/27/2019,7817.08
p-0002281,Policy-000551,1/7/2018,7817.08
p-0002282,Policy-000551,2/7/2018,7817.08
p-0002283,Policy-000551,3/7/2018,7817.08
p-0002284,Policy-000551,4/7/2018,7817.08
p-0002285,Policy-000551,5/7/2018,7817.08
p-0002286,Policy-000551,6/7/2018,7817.08
p-0002287,Policy-000551,7/7/2018,7817.08
p-0002288,Policy-000551,8/7/2018,7817.08
p-0002289,Policy-000551,9/7/2018,7817.08
p-0002290,Policy-000551,10/7/2018,7817.08
p-0002291,Policy-000551,11/7/2018,7817.08
p-0002292,Policy-000551,12/7/2018,7817.08
p-0002293,Policy-000571,3/1/2018,7817.08
p-0002294,Policy-000571,4/1/2018,7817.08
p-0002295,Policy-000571,5/1/2018,7817.08
p-0002296,Policy-000571,6/1/2018,7817.08
p-0002297,Policy-000571,7/1/2018,7817.08
p-0002298,Policy-000571,8/1/2018,7817.08
p-0002299,Policy-000571,9/1/2018,7817.08
p-0002300,Policy-000571,10/1/2018,7817.08
p-0002301,Policy-000571,11/1/2018,7817.08
p-0002302,Policy-000571,12/1/2018,7817.08
p-0002303,Policy-000571,1/1/2019,7817.08
p-0002304,Policy-000571,2/1/2019,7817.08
p-0002305,Policy-000579,1/2/2018,7817.08
p-0002306,Policy-000579,2/2/2018,7817.08
p-0002307,Policy-000579,3/2/2018,7817.08
p-0002308,Policy-000579,4/2/2018,7817.08
p-0002309,Policy-000579,5/2/2018,7817.08
p-0002310,Policy-000579,6/2/2018,7817.08
p-0002311,Policy-000579,7/2/2018,7817.08
p-0002312,Policy-000579,8/2/2018,7817.08
p-0002313,Policy-000579,9/2/2018,7817.08
p-0002314,Policy-000579,10/2/2018,7817.08
p-0002315,Policy-000579,11/2/2018,7817.08
p-0002316,Policy-000579,12/2/2018,7817.08
p-0002317,Policy-000583,3/2/2018,7817.08
p-0002318,Policy-000583,4/2/2018,7817.08
p-0002319,Policy-000583,5/2/2018,7817.08
p-0002320,Policy-000583,6/2/2018,7817.08
p-0002321,Policy-000583,7/2/2018,7817.08
p-0002322,Policy-000583,8/2/2018,7817.08
p-0002323,Policy-000583,9/2/2018,7817.08
p-0002324,Policy-000583,10/2/2018,7817.08
p-0002325,Policy-000583,11/2/2018,7817.08
p-0002326,Policy-000583,12/2/2018,7817.08
p-0002327,Policy-000583,1/2/2019,7817.08
p-0002328,Policy-000583,2/2/2019,7817.08
p-0002329,Policy-000593,2/25/2018,7817.08
p-0002330,Policy-000593,3/25/2018,7817.08
p-0002331,Policy-000593,4/25/2018,7817.08
p-0002332,Policy-000593,5/25/2018,7817.08
p-0002333,Policy-000593,6/25/2018,7817.08
p-0002334,Policy-000593,7/25/2018,7817.08
p-0002335,Policy-000593,8/25/2018,7817.08
p-0002336,Policy-000593,9/25/2018,7817.08
p-0002337,Policy-000593,10/25/2018,7817.08
p-0002338,Policy-000593,11/25/2018,7817.08
p-0002339,Policy-000593,12/25/2018,7817.08
p-0002340,Policy-000593,1/25/2019,7817.08
p-0002341,Policy-000593,2/25/2019,7817.08
p-0002342,Policy-000593,3/25/2019,7817.08
p-0002343,Policy-000593,4/25/2019,7817.08
p-0002344,Policy-000593,5/25/2019,7817.08
p-0002345,Policy-000593,6/25/2019,7817.08
p-0002346,Policy-000593,7/25/2019,7817.08
p-0002347,Policy-000593,8/25/2019,7817.08
p-0002348,Policy-000593,9/25/2019,7817.08
p-0002349,Policy-000593,10/25/2019,7817.08
p-0002350,Policy-000593,11/25/2019,7817.08
p-0002351,Policy-000593,12/25/2019,7817.08
p-0002352,Policy-000593,1/25/2020,7817.08
p-0002353,Policy-000593,2/25/2020,7817.08
p-0002354,Policy-000593,3/25/2020,7817.08
p-0002355,Policy-000593,4/25/2020,7817.08
p-0002356,Policy-000593,5/25/2020,7817.08
p-0002357,Policy-000593,6/25/2020,7817.08
p-0002358,Policy-000593,7/25/2020,7817.08
p-0002359,Policy-000593,8/25/2020,7817.08
p-0002360,Policy-000593,9/25/2020,7817.08
p-0002361,Policy-000593,10/25/2020,7817.08
p-0002362,Policy-000593,11/25/2020,7817.08
p-0002363,Policy-000593,12/25/2020,7817.08
p-0002364,Policy-000593,1/25/2021,7817.08
p-0002365,Policy-000598,9/22/2018,7817.08
p-0002366,Policy-000598,10/22/2018,7817.08
p-0002367,Policy-000598,11/22/2018,7817.08
p-0002368,Policy-000598,12/22/2018,7817.08
p-0002369,Policy-000598,1/22/2019,7817.08
p-0002370,Policy-000598,2/22/2019,7817.08
p-0002371,Policy-000598,3/22/2019,7817.08
p-0002372,Policy-000598,4/22/2019,7817.08
p-0002373,Policy-000598,5/22/2019,7817.08
p-0002374,Policy-000598,6/22/2019,7817.08
p-0002375,Policy-000598,7/22/2019,7817.08
p-0002376,Policy-000598,8/22/2019,7817.08
p-0002377,Policy-000598,9/22/2019,7817.08
p-0002378,Policy-000598,10/22/2019,7817.08
p-0002379,Policy-000598,11/22/2019,7817.08
p-0002380,Policy-000598,12/22/2019,7817.08
p-0002381,Policy-000598,1/22/2020,7817.08
p-0002382,Policy-000598,2/22/2020,7817.08
p-0002383,Policy-000598,3/22/2020,7817.08
p-0002384,Policy-000598,4/22/2020,7817.08
p-0002385,Policy-000598,5/22/2020,7817.08
p-0002386,Policy-000598,6/22/2020,7817.08
p-0002387,Policy-000598,7/22/2020,7817.08
p-0002388,Policy-000598,8/22/2020,7817.08
p-0002389,Policy-000598,9/22/2020,7817.08
p-0002390,Policy-000598,10/22/2020,7817.08
p-0002391,Policy-000598,11/22/2020,7817.08
p-0002392,Policy-000598,12/22/2020,7817.08
p-0002393,Policy-000598,1/22/2021,7817.08
p-0002394,Policy-000598,2/22/2021,7817.08
p-0002395,Policy-000598,3/22/2021,7817.08
p-0002396,Policy-000598,4/22/2021,7817.08
p-0002397,Policy-000598,5/22/2021,7817.08
p-0002398,Policy-000598,6/22/2021,7817.08
p-0002399,Policy-000598,7/22/2021,7817.08
p-0002400,Policy-000598,8/22/2021,7817.08
p-0002401,Policy-000623,1/21/2018,7817.08
p-0002402,Policy-000623,2/21/2018,7817.08
p-0002403,Policy-000623,3/21/2018,7817.08
p-0002404,Policy-000623,4/21/2018,7817.08
p-0002405,Policy-000623,5/21/2018,7817.08
p-0002406,Policy-000623,6/21/2018,7817.08
p-0002407,Policy-000623,7/21/2018,7817.08
p-0002408,Policy-000623,8/21/2018,7817.08
p-0002409,Policy-000623,9/21/2018,7817.08
p-0002410,Policy-000623,10/21/2018,7817.08
p-0002411,Policy-000623,11/21/2018,7817.08
p-0002412,Policy-000623,12/21/2018,7817.08
p-0002413,Policy-000627,3/11/2018,7817.08
p-0002414,Policy-000627,4/11/2018,7817.08
p-0002415,Policy-000627,5/11/2018,7817.08
p-0002416,Policy-000627,6/11/2018,7817.08
p-0002417,Policy-000627,7/11/2018,7817.08
p-0002418,Policy-000627,8/11/2018,7817.08
p-0002419,Policy-000627,9/11/2018,7817.08
p-0002420,Policy-000627,10/11/2018,7817.08
p-0002421,Policy-000627,11/11/2018,7817.08
p-0002422,Policy-000627,12/11/2018,7817.08
p-0002423,Policy-000627,1/11/2019,7817.08
p-0002424,Policy-000627,2/11/2019,7817.08
p-0002425,Policy-000633,1/1/2018,7817.08
p-0002426,Policy-000633,2/1/2018,7817.08
p-0002427,Policy-000633,3/1/2018,7817.08
p-0002428,Policy-000633,4/1/2018,7817.08
p-0002429,Policy-000633,5/1/2018,7817.08
p-0002430,Policy-000633,6/1/2018,7817.08
p-0002431,Policy-000633,7/1/2018,7817.08
p-0002432,Policy-000633,8/1/2018,7817.08
p-0002433,Policy-000633,9/1/2018,7817.08
p-0002434,Policy-000633,10/1/2018,7817.08
p-0002435,Policy-000633,11/1/2018,7817.08
p-0002436,Policy-000633,12/1/2018,7817.08
p-0002437,Policy-000688,1/17/2018,7817.08
p-0002438,Policy-000688,2/17/2018,7817.08
p-0002439,Policy-000688,3/17/2018,7817.08
p-0002440,Policy-000688,4/17/2018,7817.08
p-0002441,Policy-000688,5/17/2018,7817.08
p-0002442,Policy-000688,6/17/2018,7817.08
p-0002443,Policy-000688,7/17/2018,7817.08
p-0002444,Policy-000688,8/17/2018,7817.08
p-0002445,Policy-000688,9/17/2018,7817.08
p-0002446,Policy-000688,10/17/2018,7817.08
p-0002447,Policy-000688,11/17/2018,7817.08
p-0002448,Policy-000688,12/17/2018,7817.08
p-0002449,Policy-000688,1/17/2019,7817.08
p-0002450,Policy-000688,2/17/2019,7817.08
p-0002451,Policy-000688,3/17/2019,7817.08
p-0002452,Policy-000688,4/17/2019,7817.08
p-0002453,Policy-000688,5/17/2019,7817.08
p-0002454,Policy-000688,6/17/2019,7817.08
p-0002455,Policy-000688,7/17/2019,7817.08
p-0002456,Policy-000688,8/17/2019,7817.08
p-0002457,Policy-000688,9/17/2019,7817.08
p-0002458,Policy-000688,10/17/2019,7817.08
p-0002459,Policy-000688,11/17/2019,7817.08
p-0002460,Policy-000688,12/17/2019,7817.08
p-0002461,Policy-000688,1/17/2020,7817.08
p-0002462,Policy-000688,2/17/2020,7817.08
p-0002463,Policy-000688,3/17/2020,7817.08
p-0002464,Policy-000688,4/17/2020,7817.08
p-0002465,Policy-000688,5/17/2020,7817.08
p-0002466,Policy-000688,6/17/2020,7817.08
p-0002467,Policy-000688,7/17/2020,7817.08
p-0002468,Policy-000688,8/17/2020,7817.08
p-0002469,Policy-000688,9/17/2020,7817.08
p-0002470,Policy-000688,10/17/2020,7817.08
p-0002471,Policy-000688,11/17/2020,7817.08
p-0002472,Policy-000688,12/17/2020,7817.08
p-0002473,Policy-000711,5/16/2018,7817.08
p-0002474,Policy-000711,6/16/2018,7817.08
p-0002475,Policy-000711,7/16/2018,7817.08
p-0002476,Policy-000711,8/16/2018,7817.08
p-0002477,Policy-000711,9/16/2018,7817.08
p-0002478,Policy-000711,10/16/2018,7817.08
p-0002479,Policy-000711,11/16/2018,7817.08
p-0002480,Policy-000711,12/16/2018,7817.08
p-0002481,Policy-000711,1/16/2019,7817.08
p-0002482,Policy-000711,2/16/2019,7817.08
p-0002483,Policy-000711,3/16/2019,7817.08
p-0002484,Policy-000711,4/16/2019,7817.08
p-0002485,Policy-000711,5/16/2019,7817.08
p-0002486,Policy-000711,6/16/2019,7817.08
p-0002487,Policy-000711,7/16/2019,7817.08
p-0002488,Policy-000711,8/16/2019,7817.08
p-0002489,Policy-000711,9/16/2019,7817.08
p-0002490,Policy-000711,10/16/2019,7817.08
p-0002491,Policy-000711,11/16/2019,7817.08
p-0002492,Policy-000711,12/16/2019,7817.08
p-0002493,Policy-000711,1/16/2020,7817.08
p-0002494,Policy-000711,2/16/2020,7817.08
p-0002495,Policy-000711,3/16/2020,7817.08
p-0002496,Policy-000711,4/16/2020,7817.08
p-0002497,Policy-000711,5/16/2020,7817.08
p-0002498,Policy-000711,6/16/2020,7817.08
p-0002499,Policy-000711,7/16/2020,7817.08
p-0002500,Policy-000711,8/16/2020,7817.08
p-0002501,Policy-000711,9/16/2020,7817.08
p-0002502,Policy-000711,10/16/2020,7817.08
p-0002503,Policy-000711,11/16/2020,7817.08
p-0002504,Policy-000711,12/16/2020,7817.08
p-0002505,Policy-000711,1/16/2021,7817.08
p-0002506,Policy-000711,2/16/2021,7817.08
p-0002507,Policy-000711,3/16/2021,7817.08
p-0002508,Policy-000711,4/16/2021,7817.08
p-0002509,Policy-000745,7/18/2018,7817.08
p-0002510,Policy-000745,8/18/2018,7817.08
p-0002511,Policy-000745,9/18/2018,7817.08
p-0002512,Policy-000745,10/18/2018,7817.08
p-0002513,Policy-000745,11/18/2018,7817.08
p-0002514,Policy-000745,12/18/2018,7817.08
p-0002515,Policy-000745,1/18/2019,7817.08
p-0002516,Policy-000745,2/18/2019,7817.08
p-0002517,Policy-000745,3/18/2019,7817.08
p-0002518,Policy-000745,4/18/2019,7817.08
p-0002519,Policy-000745,5/18/2019,7817.08
p-0002520,Policy-000745,6/18/2019,7817.08
p-0002521,Policy-000745,7/18/2019,7817.08
p-0002522,Policy-000745,8/18/2019,7817.08
p-0002523,Policy-000745,9/18/2019,7817.08
p-0002524,Policy-000745,10/18/2019,7817.08
p-0002525,Policy-000745,11/18/2019,7817.08
p-0002526,Policy-000745,12/18/2019,7817.08
p-0002527,Policy-000745,1/18/2020,7817.08
p-0002528,Policy-000745,2/18/2020,7817.08
p-0002529,Policy-000745,3/18/2020,7817.08
p-0002530,Policy-000745,4/18/2020,7817.08
p-0002531,Policy-000745,5/18/2020,7817.08
p-0002532,Policy-000745,6/18/2020,7817.08
p-0002533,Policy-000745,7/18/2020,7817.08
p-0002534,Policy-000745,8/18/2020,7817.08
p-0002535,Policy-000745,9/18/2020,7817.08
p-0002536,Policy-000745,10/18/2020,7817.08
p-0002537,Policy-000745,11/18/2020,7817.08
p-0002538,Policy-000745,12/18/2020,7817.08
p-0002539,Policy-000745,1/18/2021,7817.08
p-0002540,Policy-000745,2/18/2021,7817.08
p-0002541,Policy-000745,3/18/2021,7817.08
p-0002542,Policy-000745,4/18/2021,7817.08
p-0002543,Policy-000745,5/18/2021,7817.08
p-0002544,Policy-000745,6/18/2021,7817.08
p-0002545,Policy-000747,3/16/2018,7817.08
p-0002546,Policy-000747,4/16/2018,7817.08
p-0002547,Policy-000747,5/16/2018,7817.08
p-0002548,Policy-000747,6/16/2018,7817.08
p-0002549,Policy-000747,7/16/2018,7817.08
p-0002550,Policy-000747,8/16/2018,7817.08
p-0002551,Policy-000747,9/16/2018,7817.08
p-0002552,Policy-000747,10/16/2018,7817.08
p-0002553,Policy-000747,11/16/2018,7817.08
p-0002554,Policy-000747,12/16/2018,7817.08
p-0002555,Policy-000747,1/16/2019,7817.08
p-0002556,Policy-000747,2/16/2019,7817.08
p-0002557,Policy-000747,3/16/2019,7817.08
p-0002558,Policy-000747,4/16/2019,7817.08
p-0002559,Policy-000747,5/16/2019,7817.08
p-0002560,Policy-000747,6/16/2019,7817.08
p-0002561,Policy-000747,7/16/2019,7817.08
p-0002562,Policy-000747,8/16/2019,7817.08
p-0002563,Policy-000747,9/16/2019,7817.08
p-0002564,Policy-000747,10/16/2019,7817.08
p-0002565,Policy-000747,11/16/2019,7817.08
p-0002566,Policy-000747,12/16/2019,7817.08
p-0002567,Policy-000747,1/16/2020,7817.08
p-0002568,Policy-000747,2/16/2020,7817.08
p-0002569,Policy-000747,3/16/2020,7817.08
p-0002570,Policy-000747,4/16/2020,7817.08
p-0002571,Policy-000747,5/16/2020,7817.08
p-0002572,Policy-000747,6/16/2020,7817.08
p-0002573,Policy-000747,7/16/2020,7817.08
p-0002574,Policy-000747,8/16/2020,7817.08
p-0002575,Policy-000747,9/16/2020,7817.08
p-0002576,Policy-000747,10/16/2020,7817.08
p-0002577,Policy-000747,11/16/2020,7817.08
p-0002578,Policy-000747,12/16/2020,7817.08
p-0002579,Policy-000747,1/16/2021,7817.08
p-0002580,Policy-000747,2/16/2021,7817.08
p-0002581,Policy-000750,1/3/2018,7817.08
p-0002582,Policy-000750,2/3/2018,7817.08
p-0002583,Policy-000750,3/3/2018,7817.08
p-0002584,Policy-000750,4/3/2018,7817.08
p-0002585,Policy-000750,5/3/2018,7817.08
p-0002586,Policy-000750,6/3/2018,7817.08
p-0002587,Policy-000750,7/3/2018,7817.08
p-0002588,Policy-000750,8/3/2018,7817.08
p-0002589,Policy-000750,9/3/2018,7817.08
p-0002590,Policy-000750,10/3/2018,7817.08
p-0002591,Policy-000750,11/3/2018,7817.08
p-0002592,Policy-000750,12/3/2018,7817.08
p-0002593,Policy-000750,1/3/2019,7817.08
p-0002594,Policy-000750,2/3/2019,7817.08
p-0002595,Policy-000750,3/3/2019,7817.08
p-0002596,Policy-000750,4/3/2019,7817.08
p-0002597,Policy-000750,5/3/2019,7817.08
p-0002598,Policy-000750,6/3/2019,7817.08
p-0002599,Policy-000750,7/3/2019,7817.08
p-0002600,Policy-000750,8/3/2019,7817.08
p-0002601,Policy-000750,9/3/2019,7817.08
p-0002602,Policy-000750,10/3/2019,7817.08
p-0002603,Policy-000750,11/3/2019,7817.08
p-0002604,Policy-000750,12/3/2019,7817.08
p-0002605,Policy-000750,1/3/2020,7817.08
p-0002606,Policy-000750,2/3/2020,7817.08
p-0002607,Policy-000750,3/3/2020,7817.08
p-0002608,Policy-000750,4/3/2020,7817.08
p-0002609,Policy-000750,5/3/2020,7817.08
p-0002610,Policy-000750,6/3/2020,7817.08
p-0002611,Policy-000750,7/3/2020,7817.08
p-0002612,Policy-000750,8/3/2020,7817.08
p-0002613,Policy-000750,9/3/2020,7817.08
p-0002614,Policy-000750,10/3/2020,7817.08
p-0002615,Policy-000750,11/3/2020,7817.08
p-0002616,Policy-000750,12/3/2020,7817.08
p-0002617,Policy-000774,7/19/2018,7817.08
p-0002618,Policy-000774,8/19/2018,7817.08
p-0002619,Policy-000774,9/19/2018,7817.08
p-0002620,Policy-000774,10/19/2018,7817.08
p-0002621,Policy-000774,11/19/2018,7817.08
p-0002622,Policy-000774,12/19/2018,7817.08
p-0002623,Policy-000774,1/19/2019,7817.08
p-0002624,Policy-000774,2/19/2019,7817.08
p-0002625,Policy-000774,3/19/2019,7817.08
p-0002626,Policy-000774,4/19/2019,7817.08
p-0002627,Policy-000774,5/19/2019,7817.08
p-0002628,Policy-000774,6/19/2019,7817.08
p-0002629,Policy-000774,7/19/2019,7817.08
p-0002630,Policy-000774,8/19/2019,7817.08
p-0002631,Policy-000774,9/19/2019,7817.08
p-0002632,Policy-000774,10/19/2019,7817.08
p-0002633,Policy-000774,11/19/2019,7817.08
p-0002634,Policy-000774,12/19/2019,7817.08
p-0002635,Policy-000774,1/19/2020,7817.08
p-0002636,Policy-000774,2/19/2020,7817.08
p-0002637,Policy-000774,3/19/2020,7817.08
p-0002638,Policy-000774,4/19/2020,7817.08
p-0002639,Policy-000774,5/19/2020,7817.08
p-0002640,Policy-000774,6/19/2020,7817.08
p-0002641,Policy-000774,7/19/2020,7817.08
p-0002642,Policy-000774,8/19/2020,7817.08
p-0002643,Policy-000774,9/19/2020,7817.08
p-0002644,Policy-000774,10/19/2020,7817.08
p-0002645,Policy-000774,11/19/2020,7817.08
p-0002646,Policy-000774,12/19/2020,7817.08
p-0002647,Policy-000774,1/19/2021,7817.08
p-0002648,Policy-000774,2/19/2021,7817.08
p-0002649,Policy-000774,3/19/2021,7817.08
p-0002650,Policy-000774,4/19/2021,7817.08
p-0002651,Policy-000774,5/19/2021,7817.08
p-0002652,Policy-000774,6/19/2021,7817.08
p-0002653,Policy-000775,8/6/2018,7817.08
p-0002654,Policy-000775,9/6/2018,7817.08
p-0002655,Policy-000775,10/6/2018,7817.08
p-0002656,Policy-000775,11/6/2018,7817.08
p-0002657,Policy-000775,12/6/2018,7817.08
p-0002658,Policy-000775,1/6/2019,7817.08
p-0002659,Policy-000775,2/6/2019,7817.08
p-0002660,Policy-000775,3/6/2019,7817.08
p-0002661,Policy-000775,4/6/2019,7817.08
p-0002662,Policy-000775,5/6/2019,7817.08
p-0002663,Policy-000775,6/6/2019,7817.08
p-0002664,Policy-000775,7/6/2019,7817.08
p-0002665,Policy-000795,3/24/2018,7817.08
p-0002666,Policy-000795,4/24/2018,7817.08
p-0002667,Policy-000795,5/24/2018,7817.08
p-0002668,Policy-000795,6/24/2018,7817.08
p-0002669,Policy-000795,7/24/2018,7817.08
p-0002670,Policy-000795,8/24/2018,7817.08
p-0002671,Policy-000795,9/24/2018,7817.08
p-0002672,Policy-000795,10/24/2018,7817.08
p-0002673,Policy-000795,11/24/2018,7817.08
p-0002674,Policy-000795,12/24/2018,7817.08
p-0002675,Policy-000795,1/24/2019,7817.08
p-0002676,Policy-000795,2/24/2019,7817.08
p-0002677,Policy-000812,8/13/2018,7817.08
p-0002678,Policy-000812,9/13/2018,7817.08
p-0002679,Policy-000812,10/13/2018,7817.08
p-0002680,Policy-000812,11/13/2018,7817.08
p-0002681,Policy-000812,12/13/2018,7817.08
p-0002682,Policy-000812,1/13/2019,7817.08
p-0002683,Policy-000812,2/13/2019,7817.08
p-0002684,Policy-000812,3/13/2019,7817.08
p-0002685,Policy-000812,4/13/2019,7817.08
p-0002686,Policy-000812,5/13/2019,7817.08
p-0002687,Policy-000812,6/13/2019,7817.08
p-0002688,Policy-000812,7/13/2019,7817.08
p-0002689,Policy-000812,8/13/2019,7817.08
p-0002690,Policy-000812,9/13/2019,7817.08
p-0002691,Policy-000812,10/13/2019,7817.08
p-0002692,Policy-000812,11/13/2019,7817.08
p-0002693,Policy-000812,12/13/2019,7817.08
p-0002694,Policy-000812,1/13/2020,7817.08
p-0002695,Policy-000812,2/13/2020,7817.08
p-0002696,Policy-000812,3/13/2020,7817.08
p-0002697,Policy-000812,4/13/2020,7817.08
p-0002698,Policy-000812,5/13/2020,7817.08
p-0002699,Policy-000812,6/13/2020,7817.08
p-0002700,Policy-000812,7/13/2020,7817.08
p-0002701,Policy-000812,8/13/2020,7817.08
p-0002702,Policy-000812,9/13/2020,7817.08
p-0002703,Policy-000812,10/13/2020,7817.08
p-0002704,Policy-000812,11/13/2020,7817.08
p-0002705,Policy-000812,12/13/2020,7817.08
p-0002706,Policy-000812,1/13/2021,7817.08
p-0002707,Policy-000812,2/13/2021,7817.08
p-0002708,Policy-000812,3/13/2021,7817.08
p-0002709,Policy-000812,4/13/2021,7817.08
p-0002710,Policy-000812,5/13/2021,7817.08
p-0002711,Policy-000812,6/13/2021,7817.08
p-0002712,Policy-000812,7/13/2021,7817.08
p-0002713,Policy-000821,5/13/2018,7817.08
p-0002714,Policy-000821,6/13/2018,7817.08
p-0002715,Policy-000821,7/13/2018,7817.08
p-0002716,Policy-000821,8/13/2018,7817.08
p-0002717,Policy-000821,9/13/2018,7817.08
p-0002718,Policy-000821,10/13/2018,7817.08
p-0002719,Policy-000821,11/13/2018,7817.08
p-0002720,Policy-000821,12/13/2018,7817.08
p-0002721,Policy-000821,1/13/2019,7817.08
p-0002722,Policy-000821,2/13/2019,7817.08
p-0002723,Policy-000821,3/13/2019,7817.08
p-0002724,Policy-000821,4/13/2019,7817.08
p-0002725,Policy-000842,4/5/2018,7817.08
p-0002726,Policy-000842,5/5/2018,7817.08
p-0002727,Policy-000842,6/5/2018,7817.08
p-0002728,Policy-000842,7/5/2018,7817.08
p-0002729,Policy-000842,8/5/2018,7817.08
p-0002730,Policy-000842,9/5/2018,7817.08
p-0002731,Policy-000842,10/5/2018,7817.08
p-0002732,Policy-000842,11/5/2018,7817.08
p-0002733,Policy-000842,12/5/2018,7817.08
p-0002734,Policy-000842,1/5/2019,7817.08
p-0002735,Policy-000842,2/5/2019,7817.08
p-0002736,Policy-000842,3/5/2019,7817.08
p-0002737,Policy-000897,8/21/2018,7817.08
