claim_number,reimbursement_number,amount_approved,reimbursement_date
Claim-0002126,Reimbursement-0003405,342343.68,11/3/2018
Claim-0002277,Reimbursement-000788,354218.73,11/12/2018
Claim-0002194,Reimbursement-0003636,475009.92,9/22/2020
Claim-0002509,Reimbursement-0001854,568149.12,10/4/2018
Claim-0002856,Reimbursement-000342,549397.09,9/20/2020
Claim-0003353,Reimbursement-000349,523069.75,11/14/2018
Claim-0003414,Reimbursement-0001715,432538.44,8/24/2019
Claim-0002333,Reimbursement-000879,630588.21,11/24/2019
Claim-0002359,Reimbursement-0003397,481569.18,2/15/2021
Claim-0002615,Reimbursement-000128,583256.06,5/22/2019
Claim-0002773,Reimbursement-0002472,574606.08,2/23/2021
Claim-0003096,Reimbursement-0002163,452365.06,1/16/2021
Claim-0003427,Reimbursement-0003557,394014.72,12/21/2019
Claim-00026,Reimbursement-0003021,1384390.02,10/28/2018
Claim-000770,Reimbursement-0002368,930491.65,7/1/2019
Claim-0001355,Reimbursement-0003458,1109889.58,6/5/2019
Claim-0002791,Reimbursement-0002857,1301985.85,6/3/2019
Claim-00042,Reimbursement-0002078,1118136.1,6/19/2019
Claim-000985,Reimbursement-0002175,1073041.2,8/17/2019
Claim-0001304,Reimbursement-0002176,1218105.5,7/2/2019
Claim-0001517,Reimbursement-0001418,1266188.62,7/17/2019
Claim-0001779,Reimbursement-0003304,1168120.8,1/24/2019
Claim-0002366,Reimbursement-0002985,1171380.67,5/23/2019
Claim-000124,Reimbursement-000566,1001173.22,9/27/2018
Claim-0001110,Reimbursement-0001862,1322000.06,6/24/2019
Claim-0001490,Reimbursement-0001779,1402609.82,3/30/2019
Claim-0001541,Reimbursement-0002064,1262080.14,10/8/2018
Claim-0001595,Reimbursement-0003084,1184426.07,1/3/2019
Claim-0001793,Reimbursement-0003559,1028580.54,10/14/2018
Claim-0002108,Reimbursement-000141,1233866.73,12/13/2018
Claim-0003175,Reimbursement-0003157,1128536.64,3/15/2019
Claim-000140,Reimbursement-000767,868801.35,3/1/2019
Claim-000674,Reimbursement-0002107,1208089.34,2/8/2019
Claim-0001651,Reimbursement-0002077,921655.26,10/6/2018
Claim-0002086,Reimbursement-0001816,932372.18,3/7/2019
Claim-0002714,Reimbursement-0003131,1093126,10/8/2018
Claim-0002976,Reimbursement-0002580,909720.5,2/4/2019
Claim-000147,Reimbursement-0002810,1469317.45,11/23/2019
Claim-0001723,Reimbursement-000374,1423270.46,9/11/2019
Claim-0002545,Reimbursement-000329,1210377.91,3/30/2019
Claim-000191,Reimbursement-0002387,1357496.45,6/8/2021
Claim-0001034,Reimbursement-0003467,1023048.73,11/13/2020
Claim-0001201,Reimbursement-000708,1204230.72,5/11/2019
Claim-0003022,Reimbursement-0001468,1362970.22,2/17/2019
Claim-000253,Reimbursement-0003548,1157580.55,3/22/2019
Claim-0001107,Reimbursement-0002770,1144059.84,3/19/2019
Claim-0001647,Reimbursement-000813,1137299.49,3/25/2019
Claim-0002190,Reimbursement-0003500,1386392.52,1/7/2019
Claim-000262,Reimbursement-000468,1207652.85,11/16/2021
Claim-0002591,Reimbursement-0003225,1213308.1,3/21/2021
Claim-0002983,Reimbursement-0001154,1258293.04,9/4/2020
Claim-000290,Reimbursement-00019,1298196.9,4/17/2021
Claim-000294,Reimbursement-0003320,1101156.49,2/5/2019
Claim-0001231,Reimbursement-0002207,977431.04,5/18/2019
Claim-0001320,Reimbursement-000455,962181.16,1/12/2019
Claim-0002448,Reimbursement-0003014,1351772.45,12/3/2018
Claim-0002922,Reimbursement-0002242,1272933.45,7/10/2019
Claim-0003267,Reimbursement-0002409,1583685.73,4/7/2019
Claim-000298,Reimbursement-0003493,1192344.75,1/14/2020
Claim-000653,Reimbursement-0001296,825469.44,12/24/2018
Claim-0002060,Reimbursement-0002120,854101.25,3/7/2021
Claim-0002146,Reimbursement-0001042,1161771.81,4/8/2020
Claim-0002409,Reimbursement-000629,1022009.79,8/17/2019
Claim-0002776,Reimbursement-000930,1188462.48,1/31/2020
Claim-000301,Reimbursement-0003159,1004107.1,8/31/2020
Claim-0001093,Reimbursement-0003313,1298737.44,4/18/2021
Claim-0002649,Reimbursement-0002355,1081080,7/19/2020
Claim-000320,Reimbursement-0003296,1314815.04,11/26/2018
Claim-0001158,Reimbursement-0002984,954676.8,4/19/2019
Claim-0001392,Reimbursement-0002740,1492089.98,3/16/2019
Claim-0002349,Reimbursement-000746,1441794.82,1/28/2019
Claim-000331,Reimbursement-0002322,872694.9,6/10/2020
Claim-0001611,Reimbursement-000900,895729.3,1/16/2021
Claim-0002425,Reimbursement-000931,796467.67,5/31/2020
Claim-000350,Reimbursement-0003053,1008658.73,3/17/2019
Claim-0001139,Reimbursement-0001549,869299.2,1/27/2019
Claim-0003248,Reimbursement-0001974,1465312.46,9/6/2018
Claim-000383,Reimbursement-0003283,1157658.16,12/3/2018
Claim-0002304,Reimbursement-000925,1081041.56,2/16/2019
Claim-000400,Reimbursement-0003246,1109568.4,6/29/2019
Claim-0001217,Reimbursement-0001762,1021322.33,12/9/2018
Claim-000476,Reimbursement-0003554,1253442.78,12/28/2020
Claim-000989,Reimbursement-0003527,1571562.85,5/13/2020
Claim-0001239,Reimbursement-0001122,1078794.02,1/23/2021
Claim-0001539,Reimbursement-0003100,1015335.55,3/15/2019
Claim-0002719,Reimbursement-0002643,1206814.59,3/24/2020
Claim-0002767,Reimbursement-0001686,1019750.05,11/22/2020
Claim-000521,Reimbursement-00030,980771.3,12/30/2020
Claim-000563,Reimbursement-000352,1253687.64,1/19/2020
Claim-0002288,Reimbursement-00047,1130337.33,5/2/2019
Claim-0002940,Reimbursement-0002599,1323212.35,3/9/2020
Claim-000564,Reimbursement-0001411,1189313.66,1/9/2019
Claim-0001766,Reimbursement-000868,922743.36,10/14/2018
Claim-0002751,Reimbursement-0002941,1298855.71,5/24/2018
Claim-000691,Reimbursement-000287,1163519.28,4/8/2020
Claim-0001328,Reimbursement-0003420,956337.78,1/17/2019
Claim-0002887,Reimbursement-000173,874766.32,10/22/2019
Claim-0003004,Reimbursement-000796,851495.94,9/24/2019
Claim-0003034,Reimbursement-0002357,1248093.37,3/4/2019
Claim-000739,Reimbursement-0001248,892805.76,4/8/2021
Claim-0001321,Reimbursement-000983,1265800.17,6/28/2020
Claim-0001947,Reimbursement-0002449,1060206.84,1/14/2020
Claim-0003592,Reimbursement-000365,949102.12,6/4/2021
Claim-000785,Reimbursement-0002283,1240115.18,2/6/2019
Claim-0001842,Reimbursement-0001743,1411458.05,10/22/2018
Claim-0002624,Reimbursement-0001330,1220323.1,12/13/2018
Claim-0003347,Reimbursement-0002400,1520031.74,2/19/2019
Claim-000786,Reimbursement-0002887,1111309.58,8/24/2020
Claim-000845,Reimbursement-0002719,1230549.2,6/19/2019
Claim-0001693,Reimbursement-0002265,1168819.34,1/9/2019
Claim-0001895,Reimbursement-000762,1157434.74,7/31/2019
Claim-0002630,Reimbursement-000554,1148327.06,4/21/2019
Claim-000897,Reimbursement-0002262,866126.74,11/9/2019
Claim-000913,Reimbursement-0001174,1292118.83,2/26/2021
Claim-0002299,Reimbursement-0003151,999523.32,5/20/2021
Claim-0002672,Reimbursement-0003460,997082.49,9/29/2019
Claim-000953,Reimbursement-0002425,861352.8,11/9/2018
Claim-0001705,Reimbursement-000927,959481.6,2/11/2020
Claim-0002744,Reimbursement-000872,1112126.4,11/20/2018
Claim-000975,Reimbursement-0002923,1007228.01,6/2/2019
Claim-0001121,Reimbursement-0003048,1103078.59,12/23/2019
Claim-0002449,Reimbursement-0002113,744037.32,3/6/2019
Claim-0001009,Reimbursement-0001852,1098297.45,11/15/2019
Claim-0002766,Reimbursement-0002133,1263913.73,3/12/2019
Claim-0002875,Reimbursement-000655,1345904.68,7/4/2019
Claim-0001069,Reimbursement-0003269,1144853.74,10/1/2018
Claim-0002156,Reimbursement-000643,1341086.21,10/30/2018
Claim-0003254,Reimbursement-000421,1207470.63,6/29/2019
Claim-0003305,Reimbursement-000471,942951.24,2/12/2019
Claim-0001142,Reimbursement-000307,933620.69,11/10/2019
Claim-0001992,Reimbursement-0001050,973988.4,3/31/2021
Claim-0001175,Reimbursement-0001850,1464347.81,8/10/2019
Claim-0002358,Reimbursement-0003187,1028256.77,11/1/2019
Claim-0003309,Reimbursement-000324,1688666.92,8/6/2019
Claim-0001245,Reimbursement-0001285,858044.88,1/15/2020
Claim-0002468,Reimbursement-0002216,1316448.86,12/9/2021
Claim-0003123,Reimbursement-0002859,1098297.45,4/11/2021
Claim-0001256,Reimbursement-0001497,1087182.1,10/24/2019
Claim-0003599,Reimbursement-0002075,1239682.75,6/23/2019
Claim-0003651,Reimbursement-0001274,1262557.85,10/12/2018
Claim-0001332,Reimbursement-000326,1214463.84,9/11/2019
Claim-0001393,Reimbursement-0002915,1443533.41,4/15/2019
Claim-0002637,Reimbursement-0003102,1233018.13,11/20/2018
Claim-0001402,Reimbursement-0003392,1162780.82,11/5/2020
Claim-0001633,Reimbursement-0003149,1170061.2,3/6/2019
Claim-0002067,Reimbursement-000942,1277706.83,11/6/2020
Claim-0002508,Reimbursement-000378,1002092.41,4/10/2019
Claim-0001408,Reimbursement-0002546,1233401.4,9/19/2019
Claim-0002182,Reimbursement-0002422,1550049.18,12/6/2019
Claim-0002543,Reimbursement-000692,1236092.46,1/14/2021
Claim-0001412,Reimbursement-000913,1405041.79,3/17/2020
Claim-0003089,Reimbursement-000386,1321334.78,7/9/2021
Claim-0001448,Reimbursement-000585,1554260.4,3/27/2019
Claim-0003590,Reimbursement-0002035,1191599.64,4/16/2019
Claim-0001459,Reimbursement-0003417,1576726.17,9/23/2018
Claim-0002030,Reimbursement-0002969,1027660.23,3/3/2019
Claim-0002651,Reimbursement-0003499,1551295.1,9/8/2018
Claim-0001567,Reimbursement-0001239,1165500.71,12/27/2018
Claim-0002613,Reimbursement-0001184,1273796.09,2/20/2019
Claim-0003350,Reimbursement-0001926,1256377.95,11/18/2018
Claim-0001615,Reimbursement-0002691,1168585.02,1/31/2021
Claim-0002257,Reimbursement-0003357,1304517.98,12/15/2019
Claim-0002998,Reimbursement-0002195,991817.35,9/2/2018
Claim-0001707,Reimbursement-000176,1075757.76,11/24/2020
Claim-0002165,Reimbursement-0001276,1065512.45,4/8/2021
Claim-0001756,Reimbursement-0002150,1473632.9,5/23/2022
Claim-0002207,Reimbursement-0002096,1406730.68,2/25/2021
Claim-0002300,Reimbursement-0003411,1165585.34,2/7/2021
Claim-0002880,Reimbursement-0003622,1125146.67,7/12/2020
Claim-0002925,Reimbursement-0003609,1517342.35,2/13/2021
Claim-0003045,Reimbursement-000836,1386808.69,6/28/2019
Claim-0001768,Reimbursement-0003325,975881.49,5/8/2019
Claim-0002483,Reimbursement-0001410,951025.15,5/7/2019
Claim-0003082,Reimbursement-0001452,1254704.77,12/22/2019
Claim-0001778,Reimbursement-0001732,1530756.06,10/30/2019
Claim-0002933,Reimbursement-0003413,1631745.56,9/15/2019
Claim-0003527,Reimbursement-000102,1225339.32,11/23/2018
Claim-0001860,Reimbursement-0001324,916489.73,9/5/2018
Claim-0002232,Reimbursement-0001201,1537914.47,1/1/2021
Claim-0001948,Reimbursement-000105,1052436,7/11/2018
Claim-0003551,Reimbursement-0001100,1157060.52,1/15/2019
Claim-0002313,Reimbursement-0001028,1273512.24,3/6/2019
Claim-0002674,Reimbursement-0003101,969091.2,1/16/2019
Claim-0002317,Reimbursement-0002749,1019750.05,5/6/2019
Claim-0002329,Reimbursement-0003145,1595264.93,7/27/2019
Claim-0002532,Reimbursement-0001139,1478538.23,2/7/2020
Claim-0002866,Reimbursement-0003496,1167267.02,3/13/2020
Claim-0002467,Reimbursement-0002407,1081166.49,7/6/2019
Claim-0003607,Reimbursement-0002780,1211563.58,3/28/2021
Claim-0003638,Reimbursement-0003509,1245189.61,11/16/2018
Claim-0002569,Reimbursement-0003454,1288425.6,3/15/2019
Claim-0002822,Reimbursement-0002524,1170449.28,2/1/2021
Claim-0002586,Reimbursement-0001069,1397620.22,1/7/2020
Claim-0003236,Reimbursement-000289,1118985.25,12/22/2020
Claim-0003307,Reimbursement-0003140,1331394.37,9/11/2019
Claim-0003392,Reimbursement-0002773,1260253.95,11/6/2019
Claim-00029,Reimbursement-0001647,548333.76,5/24/2019
Claim-000281,Reimbursement-000371,461290.09,2/4/2019
Claim-0001189,Reimbursement-0003061,706281.47,11/25/2019
Claim-0001652,Reimbursement-0001958,584199.62,10/30/2019
Claim-0002326,Reimbursement-0001739,724352.35,2/24/2020
Claim-0002995,Reimbursement-0002220,638412.24,7/12/2019
Claim-00034,Reimbursement-0002538,470878.64,5/6/2020
Claim-000774,Reimbursement-0003480,512172.46,12/5/2020
Claim-00057,Reimbursement-0002844,562785.6,10/16/2018
Claim-0002504,Reimbursement-0003038,532511.62,12/23/2018
Claim-00078,Reimbursement-000610,414100.04,2/23/2019
Claim-0002598,Reimbursement-0001092,390277.89,12/24/2018
Claim-00094,Reimbursement-0002090,345746.42,7/15/2019
Claim-0001750,Reimbursement-0001258,384093.96,12/30/2019
Claim-0001857,Reimbursement-0003416,479138.15,12/17/2019
Claim-0002213,Reimbursement-0002750,496765.65,8/14/2019
Claim-000118,Reimbursement-0002853,591152.64,7/29/2018
Claim-0001949,Reimbursement-000388,590389.86,12/9/2019
Claim-000128,Reimbursement-0003339,605844.1,1/20/2020
Claim-000608,Reimbursement-0003142,557038.31,9/19/2019
Claim-0001727,Reimbursement-00068,558125.57,7/1/2019
Claim-0002178,Reimbursement-0002105,569843.79,9/14/2019
Claim-000143,Reimbursement-000874,326726.4,6/24/2019
Claim-000327,Reimbursement-0001960,550642.89,2/27/2019
Claim-0002160,Reimbursement-0003260,421585.96,5/14/2019
Claim-000160,Reimbursement-000739,357926.4,1/28/2019
Claim-000202,Reimbursement-0003616,514459.55,7/22/2020
Claim-000235,Reimbursement-0003062,650392.37,10/10/2019
Claim-000853,Reimbursement-000466,363767.04,10/2/2019
Claim-0001665,Reimbursement-0003190,441717.12,8/23/2019
Claim-0002085,Reimbursement-0003047,538606.18,4/15/2019
Claim-000245,Reimbursement-0003403,582213.63,11/12/2021
Claim-0003085,Reimbursement-0003563,564799.21,12/2/2021
Claim-000341,Reimbursement-0001112,372083.71,7/21/2019
Claim-000376,Reimbursement-0001674,442400.36,10/22/2019
Claim-000639,Reimbursement-000435,583164.11,7/29/2019
Claim-000702,Reimbursement-0003129,406300.88,11/22/2019
Claim-000396,Reimbursement-0001461,475706.32,1/31/2019
Claim-000585,Reimbursement-0002579,670313.45,2/18/2019
Claim-0002118,Reimbursement-000177,472689.15,2/28/2019
Claim-000398,Reimbursement-0003371,592610.3,6/30/2019
Claim-000402,Reimbursement-0001611,556321.71,9/16/2021
Claim-0001672,Reimbursement-0001126,568734.57,10/11/2019
Claim-0002148,Reimbursement-0001136,579266.69,4/6/2020
Claim-0002818,Reimbursement-0001338,642459.42,12/20/2020
Claim-000403,Reimbursement-000711,423497.07,12/7/2020
Claim-0002889,Reimbursement-0002401,507199.18,2/25/2021
Claim-000420,Reimbursement-0002874,547223.04,6/24/2021
Claim-0002452,Reimbursement-0001815,488592,12/21/2018
Claim-000438,Reimbursement-0002256,473765.76,10/1/2021
Claim-000602,Reimbursement-0002997,593552.46,10/4/2020
Claim-000780,Reimbursement-000157,489323.99,1/11/2022
Claim-0001119,Reimbursement-0002197,559745.47,7/1/2021
Claim-0001426,Reimbursement-000640,483241.08,6/2/2019
Claim-000505,Reimbursement-0002136,626480.69,9/16/2019
Claim-0002418,Reimbursement-0001399,545732.1,3/25/2019
Claim-000677,Reimbursement-000331,539556.33,2/16/2019
Claim-000979,Reimbursement-0002496,547881.98,6/28/2019
Claim-0001404,Reimbursement-00092,508133.68,5/13/2019
Claim-0001546,Reimbursement-0001271,434277.04,8/7/2018
Claim-000682,Reimbursement-000383,496820.81,11/19/2018
Claim-0001630,Reimbursement-0001420,434403.84,7/27/2019
Claim-0001765,Reimbursement-0002588,531573.12,10/20/2018
Claim-0001772,Reimbursement-0002537,368671.68,9/11/2019
Claim-0003064,Reimbursement-0002221,404910.11,7/15/2019
Claim-000695,Reimbursement-0001668,367570.94,8/4/2021
Claim-0003429,Reimbursement-0001177,535216.28,7/30/2021
Claim-000751,Reimbursement-0001968,487202.56,8/12/2018
Claim-0001318,Reimbursement-0002583,581566,7/18/2018
Claim-0002248,Reimbursement-0002983,599259.15,6/1/2019
Claim-000762,Reimbursement-000570,557865.48,1/2/2019
Claim-0002835,Reimbursement-0001288,446098.43,8/1/2019
Claim-000827,Reimbursement-0003290,388394.24,6/27/2019
Claim-000992,Reimbursement-0003492,451330.88,4/1/2020
Claim-0002486,Reimbursement-0001046,457192.32,7/1/2019
Claim-0003570,Reimbursement-0003638,574655.58,8/2/2019
Claim-0001027,Reimbursement-000787,499985.41,6/19/2018
Claim-0001232,Reimbursement-0002142,646176.79,6/20/2019
Claim-0001323,Reimbursement-0003624,676610.69,6/4/2018
Claim-0002141,Reimbursement-000244,549983.95,5/12/2019
Claim-0001182,Reimbursement-0002658,474563.98,5/14/2022
Claim-0001200,Reimbursement-0001752,589691.65,12/26/2019
Claim-0001449,Reimbursement-000473,597000.85,7/28/2019
Claim-0001504,Reimbursement-000756,589691.65,7/27/2019
Claim-0002420,Reimbursement-00086,599354.66,4/9/2019
Claim-0003231,Reimbursement-0001916,480177.48,5/1/2019
Claim-0001235,Reimbursement-0001857,445727.86,5/31/2018
Claim-0001255,Reimbursement-000480,556946.21,11/17/2019
Claim-0001308,Reimbursement-0002926,476782.59,6/12/2021
Claim-0001831,Reimbursement-0002145,550873.52,2/9/2021
Claim-0003602,Reimbursement-000832,614399.39,10/8/2019
Claim-0001356,Reimbursement-0002752,519167,5/11/2021
Claim-0002534,Reimbursement-0001924,384691.51,2/6/2022
Claim-0001445,Reimbursement-0003055,420725.76,12/21/2020
Claim-0001946,Reimbursement-0002186,503117.89,2/21/2019
Claim-0002337,Reimbursement-0002083,428238.72,9/11/2018
Claim-0001451,Reimbursement-000408,600772.72,9/12/2019
Claim-0001528,Reimbursement-000306,380996.93,1/14/2019
Claim-0001823,Reimbursement-000745,389633.59,8/4/2019
Claim-0002025,Reimbursement-0002529,606096.69,3/29/2019
Claim-0001530,Reimbursement-0002891,530183.85,10/17/2019
Claim-0001696,Reimbursement-0001785,486058.56,5/18/2019
Claim-0002643,Reimbursement-0003144,401406.72,6/9/2019
Claim-0001879,Reimbursement-000499,535923.9,10/24/2021
Claim-0003070,Reimbursement-000373,633604.61,8/1/2019
Claim-0003206,Reimbursement-0003370,464894.81,6/26/2020
Claim-0001957,Reimbursement-0002903,414750.34,9/7/2019
Claim-0002537,Reimbursement-0001593,365851.2,7/6/2021
Claim-0002619,Reimbursement-0002141,513024.51,7/25/2019
Claim-0002181,Reimbursement-000959,524870.86,1/10/2019
Claim-0002240,Reimbursement-000603,602963.71,5/5/2021
Claim-0003117,Reimbursement-000608,505901.26,5/6/2019
Claim-0002412,Reimbursement-0003604,575290.06,12/27/2018
Claim-0002554,Reimbursement-000847,582138.75,9/4/2021
Claim-0002574,Reimbursement-0002536,741765.94,12/25/2019
Claim-0003059,Reimbursement-0001255,565412.14,11/12/2020
Claim-0002597,Reimbursement-0001589,493632.67,1/17/2019
Claim-0003141,Reimbursement-0002082,552254.98,8/21/2019
Claim-0002681,Reimbursement-000448,679122.66,11/15/2019
Claim-0003455,Reimbursement-0002932,433725.93,3/12/2020
Claim-00030,Reimbursement-0001473,1057585.98,2/14/2019
Claim-00065,Reimbursement-000165,1111890.78,12/9/2020
Claim-000240,Reimbursement-0002037,882453,9/2/2019
Claim-000938,Reimbursement-0001449,1109175.54,6/25/2021
Claim-0001004,Reimbursement-0002835,760267.2,8/20/2021
Claim-0001324,Reimbursement-000766,1240185.87,4/13/2019
Claim-0003019,Reimbursement-000902,1027039.53,11/11/2021
Claim-00043,Reimbursement-0002043,1017048.8,1/17/2021
Claim-0001247,Reimbursement-0001592,891752,9/26/2019
Claim-0001620,Reimbursement-000353,977992.32,11/13/2019
Claim-0001905,Reimbursement-0001179,834408.96,8/25/2020
Claim-0002559,Reimbursement-000630,796029.76,4/10/2019
Claim-0002905,Reimbursement-000769,939161.6,2/4/2021
Claim-0003502,Reimbursement-0001884,921326.56,6/19/2021
Claim-00066,Reimbursement-0002589,1015976.44,12/29/2018
Claim-000536,Reimbursement-00054,982379.68,12/4/2018
Claim-0001844,Reimbursement-0002571,1054782,11/25/2019
Claim-0002197,Reimbursement-0001609,832887.12,4/26/2019
Claim-0003137,Reimbursement-000664,1265738.4,10/26/2019
Claim-0003180,Reimbursement-0002330,1143071.16,6/27/2019
Claim-0003324,Reimbursement-0001529,994359.92,2/10/2019
Claim-00070,Reimbursement-0003605,921060,10/18/2018
Claim-000110,Reimbursement-0003353,870657.55,12/23/2018
Claim-000642,Reimbursement-0003574,1300741.4,4/30/2019
Claim-0003588,Reimbursement-0003237,1044123.85,7/9/2019
Claim-00085,Reimbursement-000346,1095541.2,8/28/2018
Claim-000142,Reimbursement-0003236,1127763,7/5/2019
Claim-000146,Reimbursement-0002308,1149005.52,7/27/2019
Claim-0001499,Reimbursement-0003306,870704.64,10/13/2019
Claim-0001521,Reimbursement-000415,891469.8,4/24/2019
Claim-0002790,Reimbursement-000670,937296.36,7/11/2019
Claim-00091,Reimbursement-0002179,1008055.8,2/9/2021
Claim-000129,Reimbursement-0002394,985938.12,12/19/2019
Claim-000186,Reimbursement-0001980,931979.61,5/6/2020
Claim-0001533,Reimbursement-000361,1048100.49,10/23/2018
Claim-0003155,Reimbursement-0001369,1075487.49,3/27/2020
Claim-000187,Reimbursement-000251,799837.08,3/4/2021
Claim-0001520,Reimbursement-0002048,1342222.08,9/6/2021
Claim-0001683,Reimbursement-000263,1255440.48,6/3/2019
Claim-0003223,Reimbursement-0001626,887100.8,11/18/2021
Claim-000215,Reimbursement-0003088,798252,6/3/2020
Claim-0002018,Reimbursement-0003562,900592,1/15/2020
Claim-0002087,Reimbursement-0002437,961996,12/8/2019
Claim-0002636,Reimbursement-0002015,1169532,6/3/2019
Claim-000218,Reimbursement-0001215,1219464.4,8/21/2018
Claim-000241,Reimbursement-000666,1032958.08,6/12/2018
Claim-000765,Reimbursement-0002867,1224332.01,12/24/2018
Claim-0001694,Reimbursement-000999,1155416.9,10/22/2018
Claim-000228,Reimbursement-0001169,1224979.2,4/1/2019
Claim-0001677,Reimbursement-000488,833193.8,4/4/2021
Claim-0003212,Reimbursement-0002768,1102103.2,3/10/2019
Claim-0003453,Reimbursement-0001074,1078709.5,2/25/2020
Claim-000239,Reimbursement-000253,960466,3/12/2021
Claim-0001128,Reimbursement-0002222,922896,3/23/2020
Claim-0002228,Reimbursement-0002442,760240,5/12/2021
Claim-0002749,Reimbursement-000894,890409,4/15/2019
Claim-0003406,Reimbursement-0003556,1127100,1/20/2021
